LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-08-08 22:39:26,1900-01-00 00:00:00,,F8:C4:F3:E0:C1:AB,-42, ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:26,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:26,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:26,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:26,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:26,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:26,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:26,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:26,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:27,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:27,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:27,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:27,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:27,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:27,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:27,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:27,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:27,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:27,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:28,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:28,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:28,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:28,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:28,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:28,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:28,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:28,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:28,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:28,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:29,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:29,1900-01-00 00:00:00,,4A:9A:56:1C:BD:C6,-19,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:29,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:29,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:29,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:29,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:29,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:29,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:29,1900-01-00 00:00:00,,4A:9A:56:1C:BD:C6,-18,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:29,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:29,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:29,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:30,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:30,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:30,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:30,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:30,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:30,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:30,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:30,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-28,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:30,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-22,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:30,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-22,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:30,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-22,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:30,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-28,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:30,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:30,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-21,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:30,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:31,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:31,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-24,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:31,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:31,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-20,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:31,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-27,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:31,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-24,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:31,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:31,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-24,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:31,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-08-08 22:39:31,1900-01-00 00:00:00,,EA:5C:04:0E:04:E5,-23,,0.000000,0.000000,0.000,0.000,Client
2023-08-08 22:39:31,1900-01-00 00:00:00,Bachelor Gang,F8:C4:F3:E0:C1:AB,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
